FileID,Filename,N Sr,Nerr Sr,Nth Sr,Nbec Sr,OD Sr,sx Sr,sxerr Sr,sy Sr,syerr Sr,rx Sr,rxerr Sr,ry Sr,ryerr Sr,mx Sr,myerr Sr,my Sr,myerr Sr,T Sr,Terr Sr,sigma Sr,params Sr,Angle Sr,N K,Nerr K,Nth K,Nbec K,OD K,sx K,sxerr K,sy K,syerr K,rx K,rxerr K,ry K,ryerr K,mx K,myerr K,my K,myerr K,T K,Terr K,sigma K,params K,Angle K,N Rb,Nerr Rb,Nth Rb,Nbec Rb,OD Rb,ODerr Rb,sx Rb,sxerr Rb,sy Rb,syerr Rb,rx Rb,rxerr Rb,ry Rb,ryerr Rb,mx Rb,mxerr Rb,my Rb,myerr Rb,T Rb,Terr Rb,sigma Rb,Angle Rb,OD2 Rb,OD2err Rb,sx2 Rb,sx2err Rb,sy2 Rb,syerr Rb,N2 Rb,N2err Rb,params Rb,N total {*},m {*},rho Sr {*},rho K {*},rho Rb {*},dynamic [(mx_K^2+my_K^2)^2] {*},dynamic 2,dynamic 3,dynamic 4,dynamic 5,dynamic 6,dynamic 7,user {*},user2,user3,Omit,IterationNum,IterationCount,Dark_MOT_durati,Dumm,repumper_dark,dark_detuning,Imaging_det,1070_R1,1070_R2,1070_R3,1070_R4,1070_R5,1070_R6,1070_R7,t_exp,Rb_VCO,1550_R5,1550_R6,1550_R7,t_R1,t_R2,t_R3,t_R4,t_R5,t_R6,t_R7,vva_imag,on_1550,freq,time_freq,push_int,k_vco,k_dark_start,k_dark_rep,k_dark_vco,k_dark_cool_int,k_dark_aom,Dark2_MOT_durat,k_dark2_rep,k_dark2_vco,k_dark2_cool_in,k_dark2_aom,imag_k,k_imag_det,aom_img,gradient,feshbach,gradient2,mol_dur,k_mol_vco_1,k_mol_rep,k_mol_aom,k_mol_vco_2,tt,k_dark_dur,ri,r1,ci,c1,Remark,masked
20,,,,,,,,,,,,,,,,,,,,,,,,99.891584361247567,18.26082306702331,,,10.352856068695674,27.512639294794987,0.58253649684786801,15.706559723843062,0.33256141479313378,,,,,227.90956380445704,0.127368,180.27926093472971,,0.19554318487942007,,5.5796354771278649,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,40.0,200.0,5.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
21,,,,,,,,,,,,,,,,,,,,,,,,94.893155281076133,18.021664173387855,,,9.0282431881150487,27.478633314616822,0.60461780802905563,17.130936653446518,0.37693532589077955,,,,,206.10376092050765,0.144235,179.57215434918126,,0.20832688979774161,,5.2727984866391227,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,40.0,200.0,20.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
22,,110.88712399007048,7.8257870021152263,,,13.683843143526184,25.419971522198228,0.20719150321930649,14.277184501448874,0.11636956463381649,,,,,215.15363852623179,0.0449574,181.54565103999943,,0.16497116646587948,,2.6245545503572068,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,109.36952646403718,8.1210320620573579,,,13.685369139483274,25.255538847763663,0.21708589525520802,14.171890097654108,0.12181554045900703,,,,,215.15691392118393,0.0467323,181.54690660134955,,0.16273694999192162,,2.7295925439948152,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,110.88712399007048,7.8257870021152263,,,13.683843143526184,0.557357,25.419971522198228,0.20719150321930649,14.277184501448874,0.11636956463381649,,,,,215.15363852623179,0.0800449,181.54565103999943,0.0449574,0.16497116646587948,,2.6245545503572068,,,,,,,,,,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,24.0,40.0,200.0,13.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
23,,744.52313642549507,1232.0486425575214,,,0.62738023096375906,833.5753189167574,220.77628766632083,63.759825591380356,10.449002877235413,,,,,28.78375875676727,4.71288,11.367652848355261,,84.29437822425777,,9.1493060050071406,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,110.24074097398169,25.747468483040933,,,10.493447110458023,29.713458534407795,0.80402707412838936,15.834900543081144,0.42848214453458788,,,,,221.46547951017214,0.163961,183.84551095145792,,0.21718745094176192,,7.5350486615994008,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,744.52313642549507,1232.0486425575214,,,0.62738023096375906,0.351161,833.5753189167574,220.77628766632083,63.759825591380356,10.449002877235413,,,,,28.78375875676727,120.618,11.367652848355261,4.71288,84.29437822425777,,9.1493060050071406,,,,,,,,,,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,33.0,40.0,200.0,17.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
24,,,,,,,,,,,,,,,,,,,,,,,,110.04996805056523,16.278626082415681,,,11.670410601762075,27.368412281363636,0.46886184659600261,15.431167321045285,0.26435900313407185,,,,,227.40725543410593,0.10127,180.52029258921007,,0.19176452237886685,,5.0321161884447472,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,40.0,200.0,5.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
25,,,,,,,,,,,,,,,,,,,,,,,,102.49413379496904,16.444231180312578,,,11.889445292844503,25.887871170348024,0.48090723197162155,14.913709422660478,0.27704511649161578,,,,,218.26506691416662,0.106216,180.05994347302303,,0.17427826647543079,,5.3194649306721722,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,40.0,200.0,3.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
26,,,,,,,,,,,,,,,,,,,,,,,,110.19456699723413,18.98323428694815,,,9.6196601466617508,28.579668449830478,0.57060155522823341,17.950967744443197,0.35839650300145154,,,,,211.61263507092406,0.137007,181.3473525279814,,0.22665600919305823,,5.3167485059759239,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,40.0,200.0,8.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
27,,,,,,,,,,,,,,,,,,,,,,,,109.5121834441085,18.979953093953938,,,9.4505045471790012,28.616834811650012,0.57483060662448415,18.13553806348548,0.36429126982390886,,,,,225.54688401270133,0.139241,181.90864062267826,,0.22882136538388353,,5.2847802809894517,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,40.0,200.0,6.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
28,,,,,,,,,,,,,,,,,,,,,,,,111.1112669296931,22.713600358601301,,,12.505319413805394,25.918875560542663,0.61352543425560002,15.352947087336515,0.36341940021514896,,,,,224.31717899825063,0.139294,179.24277703590147,,0.1783185623068276,,7.2360218397723237,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,40.0,200.0,4.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
29,,,,,,,,,,,,,,,,,,,,,,,,102.53782771040224,17.830888134108509,,,11.12153867570508,24.584076294490629,0.49508493354916577,16.7961575712498,0.33824840086698532,,,,,203.31400462425759,0.129603,177.96503592350498,,0.17925659320473486,,5.5751956114333288,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,40.0,200.0,1.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
30,,,,,,,,,,,,,,,,,,,,,,,,50.272492646082846,22.190424745541826,,,4.7616543738728669,24.097611796722763,1.2323721373379231,19.621994329646778,1.0034854134917259,,,,,216.98776291717795,0.383968,182.87299521104143,,0.20009753478143014,,6.4777955143061732,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,40.0,200.0,17.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
31,,,,,,,,,,,,,,,,,,,,,,,,114.48049785315482,20.185992898715508,,,8.8909946267767825,30.385808320105774,0.62125349032878885,18.978197721664369,0.38801898322999478,,,,,219.73285337033852,0.148109,181.22251977731406,,0.25509976017316438,,5.3271855247003526,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,40.0,200.0,7.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
32,,,,,,,,,,,,,,,,,,,,,,,,110.38304921723281,13.407935616059026,,,10.15952078774782,31.143340580425022,0.43833160735666754,15.624587754695552,0.21991063405573369,,,,,223.94812990554266,0.0841185,183.70436781505404,,0.22897365770702377,,3.8574698213103344,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,40.0,200.0,16.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
33,,,,,,,,,,,,,,,,,,,,,,,,109.38397141640174,23.514613875826008,,,11.462172565176482,26.778097903081481,0.66672663483023653,15.960688398436323,0.39739263199269775,,,,,225.03208781321325,0.152214,184.60797172424591,,0.19122013765354567,,7.2251304284987743,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,40.0,200.0,15.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
34,,,,,,,,,,,,,,,,,,,,,,,,103.27351842060182,22.069614376334503,,,9.2272262065036834,29.414572466099266,0.72844206598401073,17.041187877344154,0.42201923806965352,,,,,202.99761506788639,0.161373,180.21177218428943,,0.22592713857220659,,6.2544901095929664,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,40.0,200.0,11.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
35,,,,,,,,,,,,,,,,,,,,,,,,110.40413893891602,19.575000550658569,,,10.626550616354487,26.93321308708137,0.55323867885768419,17.276249677667678,0.3548736363053322,,,,,201.96830816902155,0.13581,180.7439460679773,,0.20460664373065041,,5.7610767515830013,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,40.0,200.0,10.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
36,,,,,,,,,,,,,,,,,,,,,,,,114.48164896989168,15.108811331026645,,,12.990776833610052,25.176340288536871,0.38473797486722472,15.676631629444344,0.23956597971171142,,,,,209.63596880281065,0.0918295,179.25711317861632,,0.17471756472689334,,4.8333337155769378,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,40.0,200.0,2.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
37,,,,,,,,,,,,,,,,,,,,,,,,124.02019104884147,24.317884489005198,,,10.28642120621743,32.658050051680583,0.74229969269037255,16.534171621031149,0.3758129629045725,,,,,225.03664458687047,0.143574,184.82867233987392,,0.25332737963254226,,6.6359578270931712,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,200.0,16.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
38,,,,,,,,,,,,,,,,,,,,,,,,118.52082631531901,15.736968755301206,,,12.127420323286334,25.071053521697898,0.3855817805826664,17.458151416790809,0.26849867796897892,,,,,203.08014506659796,0.10282,180.25053496077632,,0.18934933512107133,,4.7773917172751066,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,40.0,200.0,9.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
39,,,,,,,,,,,,,,,,,,,,,,,,104.26332076086963,16.366836313068564,,,14.286445747216703,21.500136528502679,0.39060305872559548,15.202350391689059,0.2761882618367672,,,,,222.6870409571253,0.106028,182.99821633460166,,0.14101984787851954,,5.7592772486134045,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,40.0,200.0,14.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
40,,121.66081187302252,9.8586265084009383,,,10.185113233773887,31.412005662861109,0.29400156755000356,17.030750271793217,0.15939984937757254,,,,,204.57992723439799,0.0615651,180.64311851598677,,0.24566706740387526,,2.7227716051424418,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,120.05193204571871,9.820632622079545,,,10.171016918395866,31.23598159165898,0.29617145004868511,16.923657129720141,0.16046575690805914,,,,,204.58303001660073,0.0613201,180.64271084200035,,0.24280392187003955,,2.7089857823367667,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,121.66081187302252,9.8586265084009383,,,10.185113233773887,0.476248,31.412005662861109,0.29400156755000356,17.030750271793217,0.15939984937757254,,,,,204.57992723439799,0.113552,180.64311851598677,0.0615651,0.24566706740387526,,2.7227716051424418,,,,,,,,,,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,21.0,40.0,200.0,11.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
41,,,,,,,,,,,,,,,,,,,,,,,,94.111828801925256,20.068341115321779,,,10.783217565238667,26.110882504375571,0.64469528354704386,14.969899811831132,0.36961701036989691,,,,,214.93917248860441,0.141692,180.85368184611187,,0.17667156965543085,,6.4514200213141244,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,22.0,200.0,1006.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
