FileID,Filename,N Sr,Nerr Sr,Nth Sr,Nbec Sr,OD Sr,sx Sr,sxerr Sr,sy Sr,syerr Sr,rx Sr,rxerr Sr,ry Sr,ryerr Sr,mx Sr,myerr Sr,my Sr,myerr Sr,T Sr,Terr Sr,sigma Sr,params Sr,Angle Sr,N K,Nerr K,Nth K,Nbec K,OD K,sx K,sxerr K,sy K,syerr K,rx K,rxerr K,ry K,ryerr K,mx K,myerr K,my K,myerr K,T K,Terr K,sigma K,params K,Angle K,N Rb,Nerr Rb,Nth Rb,Nbec Rb,OD Rb,ODerr Rb,sx Rb,sxerr Rb,sy Rb,syerr Rb,rx Rb,rxerr Rb,ry Rb,ryerr Rb,mx Rb,mxerr Rb,my Rb,myerr Rb,T Rb,Terr Rb,sigma Rb,Angle Rb,OD2 Rb,OD2err Rb,sx2 Rb,sx2err Rb,sy2 Rb,syerr Rb,N2 Rb,N2err Rb,params Rb,N total {*},m {*},rho Sr {*},rho K {*},rho Rb {*},dynamic [(mx_K^2+my_K^2)^2] {*},dynamic 2,dynamic 3,dynamic 4,dynamic 5,dynamic 6,dynamic 7,user {*},user2,user3,Omit,IterationNum,IterationCount,Dark_MOT_durati,Dumm,repumper_dark,dark_detuning,Imaging_det,1070_R1,1070_R2,1070_R3,1070_R4,1070_R5,1070_R6,1070_R7,t_exp,Rb_VCO,1550_R5,1550_R6,1550_R7,t_R1,t_R2,t_R3,t_R4,t_R5,t_R6,t_R7,vva_imag,on_1550,freq,time_freq,push_int,k_vco,k_dark_start,k_dark_rep,k_dark_vco,k_dark_cool_int,k_dark_aom,Dark2_MOT_durat,k_dark2_rep,k_dark2_vco,k_dark2_cool_in,k_dark2_aom,imag_k,k_imag_det,aom_img,gradient,feshbach,gradient2,mol_dur,k_mol_vco_1,k_mol_rep,k_mol_aom,k_mol_vco_2,tt,k_dark_dur,ri,r1,ci,c1,Remark,masked
62,,,,,,,,,,,,,,,,,,,,,,,,64.924096877458666,15.854715422376863,,,7.9383003141213537,24.796978317355205,0.70103235435485844,14.771487434319658,0.41760295270383363,,,,,217.32376605469847,0.160176,180.58552889721929,,0.16390329287547403,,5.2670985250085165,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22.0,200.0,1000.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
63,,,,,,,,,,,,,,,,,,,,,,,,65.808305905672029,15.658260367967612,,,8.1759755876644444,24.722329616479914,0.68095826688408856,14.581302897664697,0.40163108941912656,,,,,209.69737847165632,0.15407,179.98012421673448,,0.16171661333694734,,5.2440028164609052,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22.0,200.0,500.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
64,,78.960669371637124,7.7676664261564836,,,9.5319708557132401,24.964595491014599,0.28363247938454156,14.861005033571228,0.16884171113371851,,,,,219.04215917913982,0.0652283,181.00690483439453,,0.16604045817200333,,2.5765403885941796,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,77.967012323638869,8.0704441763437789,,,9.534476524850561,24.810786660932962,0.2973128563910723,14.761078964318251,0.17688513906300068,,,,,219.04791607672004,0.0678462,181.00771702530022,,0.16393146047836088,,2.6812846141428128,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,78.960669371637124,7.7676664261564836,,,9.5319708557132401,0.541174,24.964595491014599,0.28363247938454156,14.861005033571228,0.16884171113371851,,,,,219.04215917913982,0.109575,181.00690483439453,0.0652283,0.16604045817200333,,2.5765403885941796,,,,,,,,,,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,False,19.0,22.0,200.0,518.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
65,,,,,,,,,,,,,,,,,,,,,,,,27.323027125783348,53.505586051248365,,,0.44433545143962194,60.644259427733026,14.082531980991364,45.412221829698154,10.564643387794495,,,,,212.05912521814076,3.73755,180.52202142928959,,1.177507507373573,,6.135688481603907,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,18.0,22.0,200.0,518.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
66,,,,,,,,,,,,,,,,,,,,,,,,71.222773285475668,19.147598375178234,,,8.1772521834840344,25.553044555027736,0.79542872896790506,15.265584441350409,0.47519518885016443,,,,,220.59362237061839,0.182169,181.38901537668789,,0.17442393666141787,,6.16176920919927,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,22.0,200.0,520.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
67,,,,,,,,,,,,,,,,,,,,,,,,83.088133730901632,11.803350881941618,,,9.5959759980065265,25.227413387767562,0.41494914151728157,15.371693863733171,0.25283887130022048,,,,,211.85880644645349,0.0969323,180.87219737913006,,0.17255288479810485,,3.8097144897332007,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,22.0,200.0,516.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
68,,,,,,,,,,,,,,,,,,,,,,,,71.470705418352622,22.147781032266838,,,8.3118053280425546,25.141558248984957,0.9020726800560952,15.317402109311145,0.54958439758419997,,,,,211.44184813890598,0.21071,181.31327907950507,,0.17136364625128131,,7.1737034783907268,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,22.0,200.0,512.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
69,,,,,,,,,,,,,,,,,,,,,,,,70.57105586891241,19.964098576275109,,,8.5755240416175376,25.138722264912321,0.8233041932880879,14.661126664142889,0.48015845029056076,,,,,219.64020022936441,0.18416,181.02899650460839,,0.16582580105313996,,6.6115634634099605,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,22.0,200.0,510.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
70,,,,,,,,,,,,,,,,,,,,,,,,75.673819679659402,18.542368718474101,,,8.7364410886486041,25.027503577142742,0.71005728611350061,15.500230987089214,0.43975823999941355,,,,,214.60367591233972,0.168592,181.87423016785314,,0.17194672675082337,,5.983712020073737,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,22.0,200.0,510.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
71,,,,,,,,,,,,,,,,,,,,,,,,71.154917028586482,12.756092368856013,,,8.2731805089720503,25.675399286438907,0.53293903940916065,15.002367835263735,0.3114009501114488,,,,,211.16291998954912,0.119391,179.21401899306517,,0.17322216730809814,,4.1312409508942247,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,22.0,200.0,514.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
72,,,,,,,,,,,,,,,,,,,,,,,,65.509531491624216,14.883667484126942,,,7.3793943769229502,25.552171538906297,0.67223409679532053,15.559676285682977,0.40934877572953704,,,,,219.09781527247225,0.1569,181.60535512369478,,0.17693887066550623,,4.7436855098635755,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,200.0,500.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
73,,,,,,,,,,,,,,,,,,,,,,,,72.793900887722472,18.625993541840437,,,8.9429174652484242,24.766810386529773,0.73362787255644801,14.719406200919972,0.43600951293110851,,,,,212.05443029442623,0.167243,180.14076748557326,,0.16322260447768658,,6.2026184840105776,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,22.0,200.0,504.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
74,,,,,,,,,,,,,,,,,,,,,,,,67.061916903885447,18.373007829217773,,,7.8651045708055891,24.961084600449631,0.79178003734350211,15.298632385480877,0.4852814600467682,,,,,210.81032112108571,0.18607,181.28151061868954,,0.16968001422797793,,5.9764767590089871,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,22.0,200.0,506.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
75,,77.962570085540918,8.1993742504611067,,,8.6160390611958757,25.485641409799484,0.30956338188797239,15.901112834007602,0.19314407901465894,,,,,218.10801505448669,0.0746131,182.84164957837831,,0.17931308939802892,,2.6021763261064583,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,77.052632759955713,8.3171785891249286,,,8.607545125991594,25.350845346604629,0.31686855209618808,15.814677047066626,0.19767285124957562,,,,,218.10924071197257,0.0757606,182.84190175797175,,0.17740118592184773,,2.6396588720491412,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,77.962570085540918,8.1993742504611067,,,8.6160390611958757,0.522952,25.485641409799484,0.30956338188797239,15.901112834007602,0.19314407901465894,,,,,218.10801505448669,0.119587,182.84164957837831,0.0746131,0.17931308939802892,,2.6021763261064583,,,,,,,,,,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,5.0,22.0,200.0,504.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
76,,,,,,,,,,,,,,,,,,,,,,,,61.504525141394453,16.325790221181581,,,7.7209171593013703,23.983004220010312,0.73693147081136712,14.875761006004584,0.45709112501144411,,,,,216.18533469571744,0.175359,182.34829630546525,,0.15807647739576516,,5.4962842947992883,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,22.0,200.0,508.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
77,,,,,,,,,,,,,,,,,,,,,,,,62.361189305529557,16.958310855076931,,,7.2345263612436863,24.003338699698077,0.75577090117335322,16.083376611427791,0.50640223821997643,,,,,218.09236881050799,0.19415,182.32192911093944,,0.16822486959667227,,5.4859748781417581,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,22.0,200.0,508.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
78,,,,,,,,,,,,,,,,,,,,,,,,68.151888634176345,14.791720562799256,,,7.7755342539161729,25.194032136667712,0.633154431462288,15.580973067122622,0.39156736956536775,,,,,210.13268309170664,0.150101,180.38553870596135,,0.1740513142657604,,4.744885360171196,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,22.0,200.0,514.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
79,,,,,,,,,,,,,,,,,,,,,,,,63.924707497875204,20.076581412400714,,,8.1388054402395902,24.801516475881108,0.90165364912152302,14.183207140354778,0.51562720231711867,,,,,209.26534485713,0.197838,180.36423482499748,,0.15910292940824125,,6.8074133586659569,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,22.0,200.0,516.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
80,,56.495481395669721,7.9337446368595881,,,6.9129296365668171,25.497050545164221,0.41352813707292085,14.355100306631654,0.23282054539769889,,,,,217.55288397738701,0.0899458,180.04542754959277,,0.16626191863505227,,2.649507466766829,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,55.807852536810152,7.9496745277348246,,,6.908235717367802,25.353295615109989,0.41808142666518694,14.270472156346724,0.23532326258718969,,,,,217.55650922414722,0.0902697,180.04622675718022,,0.16436176490128768,,2.657459062821689,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,56.495481395669721,7.9337446368595881,,,6.9129296365668171,0.560278,25.497050545164221,0.41352813707292085,14.355100306631654,0.23282054539769889,,,,,217.55288397738701,0.159759,180.04542754959277,0.0899458,0.16626191863505227,,2.649507466766829,,,,,,,,,,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,21.0,22.0,200.0,520.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
81,,,,,,,,,,,,,,,,,,,,,,,,56.444292116501209,12.853632771222717,,,7.5210046545381362,23.806961755964977,0.62748074489831929,14.118377770280738,0.37211851325631146,,,,,209.36290019397285,0.142826,180.17626117599553,,0.15057338428667572,,4.4596539446163739,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,22.0,200.0,502.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
82,,,,,,,,,,,,,,,,,,,,,,,,66.947146070974483,20.790889467472137,,,7.970363805493724,25.894063320651597,0.9310215111970902,14.52774861695187,0.52234538227319727,,,,,211.52871452451973,0.200307,179.84592564756875,,0.17104910696184478,,6.8144972968560662,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,22.0,200.0,512.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
83,,,,,,,,,,,,,,,,,,,,,,,,62.171906475098268,17.876271012237538,,,7.6812528603786934,24.122361327666145,0.80292926704883583,15.027505785431613,0.50020077313482769,,,,,216.4523403566308,0.191873,181.38510486527829,,0.16045373881024574,,5.9699782245460575,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,22.0,200.0,502.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
84,,,,,,,,,,,,,,,,,,,,,,,,55.487825534346804,14.576459155678377,,,7.2041603358587256,23.92481218494364,0.72748087763786318,14.418178507204518,0.43841313913464547,,,,,219.45821316664237,0.168238,182.40880309294883,,0.15390801075551988,,4.9915493752888924,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,22.0,200.0,506.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
